hotel_name,hotel_location,hotel_rating,hotel_star_rating,hotel_review_count,date,room_type,price,currency,amenities,availability,cancellation_policy,meal_plan
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-19,king Express check-in Free WiFi See details Original Price,6933.0,INR,,Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-19,king Express check-in Free WiFi See details,7203.0,INR,,Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-21,Suite 50 m²,1376.0,INR,,Available,,
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-19,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,Free Cancellation,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-19,Superior Room,,INR,Breakfast;Air Conditioning;Parking,Not Available,Free Cancellation,
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-14,No Rooms Found,,INR,,Not Available,,
Vinayak Guest House,,,,,2025-12-22,No Rooms Found,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,Premium,5812.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,Luxury Cottage,7188.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,Silver Suite,10687.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,Cottage,11500.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,Villa With Private Pool,12573.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,Gold Suite,12573.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,Junior Suite,17000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-23,One-Bedroom Villa,20000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-20,Luxury Tent with Jacuzzi.,12420.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-20,Cottage with Private Pool,18211.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-20,Luxury Tent with Outdoor Pool,19170.0,INR,Air Conditioning;Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Wi-Fi [free],Available,,Breakfast Included
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-22,Triple Room,1379.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-21,No Rooms Found,,INR,,Not Available,,
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-21,Family Room,7314.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-21,Family Suite,8775.0,INR,Super Saver;Parking;Breakfast;WiFi;Pool Access;City View;Air Conditioning,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-21,Superior Twin,7440.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-21,Superior Double,7440.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-21,Double Room,4538.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-21,Deluxe Premier Room,4996.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-21,Luxury Suite,6363.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-21,Junior Suite,7379.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-21,Deluxe Suite,9179.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-18,king form just before the payment page,76700.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-18,king Express check-in Free WiFi See details Original Price,76700.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-18,king bed Recommended Preferred by Couples 8,76700.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-18,king Bike rental Express check-in Free WiFi See details Original Price,76700.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-18,king bed 8,80633.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-18,Twin Bed Room 43 m²,32115.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-18,king bed Sold out at,71437.0,INR,,Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-22,Suite 50 m²,1792.0,INR,,Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-20,king Express check-in Free WiFi See details Original Price,6933.0,INR,,Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-20,king Express check-in Free WiFi See details,7203.0,INR,,Available,,
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-20,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,Non-refundable,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-20,Superior Room,6034.0,INR,,Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,Premium,5296.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,Luxury Cottage,6930.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,Deluxe Double Room with Balcony,9000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,Silver Suite,10306.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,Cottage,11500.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,Villa With Private Pool,12124.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,Gold Suite,12124.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,Junior Suite,17000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-24,One-Bedroom Villa,20000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-21,Deluxe Room,11040.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-21,Luxury Tent with Jacuzzi.,12323.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-21,Cottage with Private Pool,18211.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-21,Luxury Tent with Outdoor Pool,19170.0,INR,Air Conditioning;Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Wi-Fi [free],Available,,Breakfast Included
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-20,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-20,king Free WiFi See details,1155.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-20,Deluxe - 1 Queen Bed 150 m²,2164.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-20,Deluxe Quadruple Room 200 m²,3856.0,INR,,Available,,
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-19,Standard Room,,INR,,Not Available,,
Vinayak Guest House,,,,,2025-12-23,No Rooms Found,,INR,,Not Available,,
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-22,Royal Room,7552.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-22,"Family Suite: Enjoy Happy Hours with 2+1 offer, 20% off on F&B services,20% Off on Laundry service ,",15600.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-22,Superior Twin,6333.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-22,Superior Double,6333.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-22,No Rooms Found,,INR,,Not Available,,
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-23,Triple Room,1272.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-23,Suite 50 m²,1415.0,INR,,Available,,
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-21,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,Non-refundable,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-21,Superior Room,6034.0,INR,,Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,Premium,9136.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,Luxury Cottage,10687.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,Silver Suite,13201.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,Deluxe Double Room with Balcony,14000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,Villa With Private Pool,14458.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,Gold Suite,14458.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,Cottage,17000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,Junior Suite,21000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-25,One-Bedroom Villa,23000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-22,Double Room,3907.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-22,Luxury Suite,6092.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-22,Deluxe Suite,9179.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-21,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-21,Superior - 1 Double Bed 180 m²,2254.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-21,Deluxe Quadruple Room 200 m²,3856.0,INR,,Available,,
Hotel Magenta,"Bani Park, Jaipur",7.1,4,613,2025-12-15,No Rooms Found,,INR,,Not Available,,
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-22,Deluxe Room,11040.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-22,Cottage with Private Pool,18211.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-22,Luxury Tent with Outdoor Pool,19170.0,INR,Air Conditioning;Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Wi-Fi [free],Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-23,Royal Room,8127.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-23,Family Room,11544.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-19,No Rooms Found,,INR,,Not Available,,
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-24,Triple Room,1379.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-21,kings 88,8228.0,INR,,Available,,
Umaid Mahal - A Heritage Style Boutique Hotel,"Bani Park, Jaipur",8.5,4,2666,2025-12-21,Deluxe with Free Pick up on Arrival only from Train or Bus station 40 m²,4676.0,INR,,Available,,
Zostel Jaipur,"Amer, Jaipur",8.5,3,794,2025-12-23,No Rooms Found,,INR,,Not Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-24,Suite 50 m²,1831.0,INR,,Available,,
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-23,Superior Twin,7199.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-23,Superior Double,7199.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
Leisure Inn Grand Chanakya,"Ashok Nagar, Jaipur",7.6,5,1420,2025-12-20,No Rooms Found,,INR,,Not Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-26,Silver Suite,12500.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-26,Gold Suite,13943.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-26,Junior Suite,21000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-26,Deluxe Double Room with Balcony,23000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-22,Premium Room,,INR,Breakfast;City View;Air Conditioning;Parking,Not Available,Non-refundable,Breakfast Included
"The Fern Habitat, Jaipur","The Fern Habitat, Jaipur",7.7,4,547,2025-12-22,Superior Room,6034.0,INR,,Available,,
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-23,Double Room,4512.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-23,Deluxe Premier Room,4967.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-23,Luxury Suite,6326.0,INR,Parking;Breakfast;WiFi;City View;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-23,Junior Suite,7379.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-23,Deluxe Suite,9179.0,INR,Parking;Breakfast;WiFi;Minibar;Air Conditioning,Available,,Breakfast Included
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-22,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-22,Deluxe - 1 Queen Bed 150 m²,2164.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-22,Deluxe Quadruple Room 200 m²,3856.0,INR,,Available,,
Vinayak Guest House,,,,,2025-12-24,No Rooms Found,,INR,,Not Available,,
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-23,Deluxe Room,11040.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-23,Cottage with Private Pool,18211.0,INR,Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Lohagarh Fort Resort,"Kukas, Jaipur",8.7,5,637,2025-12-23,Luxury Tent with Outdoor Pool,19170.0,INR,Air Conditioning;Flash Deal -Limited Time Offer. Price includes 31% discount!;Garden View;Parking;Breakfast;WiFi;Pool Access;Wi-Fi [free],Available,,Breakfast Included
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-24,Royal Room,7511.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Hotel Meenakshi Palace,"Bani Park, Jaipur",7.0,3,23,2025-12-25,Triple Room,1272.0,INR,Breakfast;WiFi;Balcony;City View;Air Conditioning,Available,Free Cancellation,Breakfast Included
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-25,king distance,1259.0,INR,,Available,,
The Divine Hotel,"Shyam Nagar, Jaipur",7.5,2,377,2025-12-25,Suite 50 m²,1415.0,INR,,Available,,
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,Premium,9136.0,INR,Parking;Breakfast;WiFi;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,Luxury Cottage,10687.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,Silver Suite,13201.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,Deluxe Double Room with Balcony,14000.0,INR,Parking;Breakfast;WiFi;Balcony;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,Villa With Private Pool,14458.0,INR,Garden View;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,Gold Suite,14458.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,Cottage,17000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Spa Access;Air Conditioning,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,Junior Suite,21000.0,INR,Breakfast;Parking;Air Conditioning;WiFi,Available,,Breakfast Included
Estherea Resort & Spa Jaipur,"Shanti Nagar, Jaipur",,5,,2025-12-27,One-Bedroom Villa,23000.0,INR,Balcony;Parking;Breakfast;WiFi;Pool Access;Air Conditioning,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-24,Superior Twin,6664.0,INR,Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
"Keys Lite by Lemon Tree Hotels, Jaipur","Sindhi Camp, Jaipur",8.6,3,24,2025-12-24,Superior Double,6664.0,INR,Minibar;Breakfast;Air Conditioning;WiFi,Available,,Breakfast Included
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,king form just before the payment page,76700.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,king Express check-in Free WiFi See details Original Price,73814.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,king Bike rental Express check-in Free WiFi See details Original Price,76700.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,king Parking Local admission tickets Spa Discount 15,76700.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,king bed 8,80633.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,Twin 104 m²,85550.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,king bed Bathtub Hair dryer Shower Air conditioning Mini bar Coffee,73814.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,Twin 105 m²,61970.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,king bed Recommended Preferred by Couples 10,113093.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,Twin Bed Room 43 m²,32115.0,INR,,Available,,
The Leela Palace Jaipur,"Kukas, Jaipur",9.1,5,1122,2025-12-20,Suite 60 m²,48912.0,INR,,Available,,
Laxmi Palace Heritage Boutique Hotel,"Sindhi Camp, Jaipur",8.5,4,2010,2025-12-25,Family Room,13000.0,INR,Wi-Fi [free];Parking;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-23,king Free WiFi See details,5730.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-23,king Free WiFi See details Original Price,2000.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-23,Deluxe - 1 Queen Bed 150 m²,2164.0,INR,,Available,,
Shalom Backpackers Jaipur,"Amer, Jaipur",8.8,2,451,2025-12-23,Superior - 1 Double Bed 180 m²,2254.0,INR,,Available,,
Indie Stays - Jaipur,"Jaipur Airport, Jaipur",9.1,3,329,2025-12-24,Double Room,4148.0,INR,Parking;Free Wi-Fi;Breakfast;WiFi;Minibar;City View;Air Conditioning,Available,,Breakfast Included
